200 SMA % Difference,beta value,Cluster
3.440627065668868,0.41664207309653745,0
4.556738070171729,0.6273411199442447,0
3.5162296923616063,0.7449630444402919,0
8.370891672652515,0.315665013541722,0
5.896993070086695,0.7493879409604565,0
5.373715664880739,0.4969855794024941,0
3.7771082810645904,0.4647382805484544,0
12.071719608119977,0.28044648306302256,0
2.9561683479900793,0.7225587408709992,0
0.28962455145545124,0.6564631458488908,0
-0.06237595802344049,0.2730264718372584,0
4.065147510688106,0.4474461195179848,0
-1.3096872684867473,0.6891881437891164,0
-5.967815516337657,0.4251325875894723,0
11.529402085801541,0.29412544538464985,0
6.39251531008128,0.2232880750368277,0
4.269712168933235,0.2744717599108753,0
-3.677085097461341,0.641536129149932,0
4.1327380418361335,0.7562644440502007,0
3.854934116259446,0.4580677868872855,0
15.90550544289119,-0.11183317113700011,0
10.832198526021298,0.5148606848248352,0
11.657565634502017,0.5089731533768318,0
5.090863792663188,0.2574553203365322,0
8.047171447749072,0.6882204409293852,0
1.7310527587137747,0.6749999423040374,0
6.188676139306179,0.31010338625351347,0
3.7365672117748607,0.5370710471952167,0
-4.832117061709767,0.14286791800467732,0
2.730839235627519,0.3694746018503612,0
7.79099462536859,0.33737251377217037,0
1.795159209939457,0.6674864931472254,0
15.989000520689418,0.22645344427066794,0
0.07587787741637132,0.21901379220825423,0
-1.9318433521379903,0.41945329434871576,0
-0.6012227043763566,0.33024408626501234,0
2.949589137657865,0.63446262203248,0
3.733156596907318,0.8283958176332258,0
3.3781515654070873,0.5574662991079685,0
0.3842567693446905,0.5276869038307361,0
-0.6145700632477774,0.6797037227781287,0
7.704586322534154,0.6855324941930744,0
13.41992839550738,0.341556220587643,0
-3.6793228344847275,0.5597838577454481,0
-4.607026741151552,0.48676721485113106,0
6.72851913745815,0.7479783781453262,0
4.098624206802478,0.6712375168280388,0
2.029269970789223,0.8349181568780938,0
10.15199233003356,0.362117569926188,0
-5.752929804283535,0.12328877950843632,0
-0.47341698765425033,0.5895259166210048,0
5.2875533149077825,0.49356313081393544,0
-3.1897973771278685,0.5803528116740334,0
4.7277050892411046,0.45384548656699225,0
-3.042274650375577,-0.0464933946469952,0
12.790646552010251,0.2400917255466984,0
4.257017346978027,0.2207213367884612,0
4.858505419089803,0.2242851090689146,0
12.05236916947388,0.29225615592565907,0
13.192471755128576,0.5166506654892022,0
-7.5191635088956,0.12417544955042688,0
3.503479356926109,0.17651852375193813,0
10.55076709507106,0.4783248766481781,0
-3.532310916007914,0.49749681572538546,0
-5.31547331577492,0.38287921256880864,0
2.095280097555285,0.5304777692068934,0
5.433685032836974,0.14363517436686665,0
4.474274376173934,0.36009625147470864,0
-0.19506149744965703,0.6386830142813594,0
11.180862084226069,0.49799148582439695,0
5.038075094343969,0.5435755410249269,0
5.971450431808053,0.36400357547671214,0
0.2749622711936266,0.7582679263014046,0
2.1915093255020044,0.3887735928518086,0
-8.119231546081531,0.42873113514626354,0
16.994545309218047,-0.023450241420688998,0
-3.4293607370702293,0.6022896137973062,0
9.978593900789768,0.32766074662615075,0
-3.916348502132162,0.19742897206295335,0
8.93918539553511,0.3594458930945018,0
0.7459559336132283,0.7493013649369643,0
8.787046133088607,0.5311868396364819,0
4.70388724562138,0.33419562499559724,0
4.705497003667026,0.4841663814517272,0
-5.146607658190233,0.38850893894875366,0
10.479003538514055,0.5348986475180741,0
0.2991232498630204,0.5414679817696434,0
0.1396490948299221,0.355350609821893,0
-2.5937106309157274,0.3592064815181501,0
13.876605569071836,0.3202903597782035,0
-1.9666193384252584,0.6366972809090145,0
-4.547406400169548,0.31752901045439447,0
0.10017375319681018,0.4666234770104117,0
7.451779258259901,0.5284881185012696,0
1.5542035029355818,0.48103730787115034,0
7.9538136947277085,0.6818062541049585,0
-6.799760622394084,0.35024562289146544,0
3.0174957265619513,0.7003895525724212,0
-8.12096126027696,0.0339341041221614,0
2.359021110247976,0.4970383696780347,0
-1.7054832378700906,0.5448563628976727,0
6.106290744995233,0.6902727382348313,0
0.7482003284807862,0.5136584386837448,0
5.480266297435198,0.33503314625261693,0
-5.1573307766231045,0.10278548888801546,0
0.939903787507428,0.7251203426535435,0
-3.740318317101636,0.6046294319233144,0
3.773147058971609,0.6572374456818327,0
11.344859951317671,0.5134576672985666,0
-4.6374950372138,0.3970835901022105,0
-0.8150052829324215,0.6736070703667905,0
-4.388760621379136,0.48564033323898304,0
17.93293511748284,0.2813719991252763,0
6.571723926330653,-0.07438567295954798,0
8.68895694907634,0.25800094161219217,0
3.1518397275248815,0.4666611605378132,0
15.232970778302036,0.270835484704755,0
-5.8079459501842505,0.520415075682358,0
7.633370602366278,0.41175213562677915,0
6.649453030078781,0.28915321684300227,0
8.917199794357408,0.3028919935678506,0
-0.032603833305304246,0.3070941778236337,0
15.58030344607426,0.2062985272076238,0
3.033209315991028,0.4852235983427443,0
-1.2424384980830563,0.514505959855371,0
-6.728028173969297,0.3381152634391159,0
1.7947524505661865,0.7855607854076831,0
1.8666797762009388,0.568606629797544,0
4.33912154922118,0.8331194419130217,0
-2.333822835649961,0.6216001987768991,0
